DATE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,DELIV_PER
2026-08-17,17.9,18.0,13.55,13.55,11564,100.0
2026-08-18,16.25,16.26,16.25,16.26,4545,76.39
