DATE,CLOSE,OPEN,HIGH,LOW
2026-07-06,24430.35,,,
2026-07-07,24398.7,,,
2026-07-08,23882.05,,,
2026-07-09,23962.8,,,
2026-07-10,24206.9,,,
2026-07-13,24211.0,,,
2026-07-14,24052.05,,,
2026-07-15,24078.5,,,
2026-07-16,24072.75,,,
2026-07-17,24334.3,24127.6,24367.3,24099.05
2026-07-20,24238.5,24190.05,24266.1,24135.85
2026-07-21,24187.7,24216.05,24262.2,24135.65
2026-07-22,23996.25,24150.45,24166.3,23961.4
2026-07-23,23869.6,23904.8,23990.75,23807.2
2026-07-24,23767.45,23666.35,23823.6,23606.3
2026-07-27,23995.95,23928.4,24011.6,23891.55
2026-07-28,23985.35,23971.25,24041.15,23954.6
2026-07-29,24250.2,24176.65,24283.55,24136.75
2026-07-30,24317.15,24249.55,24342.95,24187.1
2026-07-31,24383.6,24361.45,24429.4,24299.7
2026-08-03,24774.3,24572.7,24774.3,24515.15
2026-08-04,24614.9,24703.9,24703.9,24427.95
2026-08-05,24624.65,24669.2,24677.6,24497.95
2026-08-07,24570.65,24538.9,24630.4,24522.75
2026-08-10,24583.8,24581.25,24620.95,24511.1
2026-08-11,24471.7,24575.1,24576.85,24429.25
2026-08-12,24435.95,24472.45,24473.3,24265.95
2026-08-13,24395.85,24431.6,24431.6,24311.4
2026-08-14,24366.0,24361.9,24405.2,24296.8
2026-08-17,24287.65,24343.45,24360.1,24226.95
2026-08-18,24154.9,24223.85,24269.65,24154.9
2026-08-19,24078.3,24152.05,24172.85,24025.65
2026-08-20,24231.85,24225.45,24265.15,24184.55
2026-08-21,24252.0,24284.05,24284.05,24206.8
2026-08-24,24219.05,24285.05,24313.0,24144.3
2026-08-25,24334.55,24175.75,24334.55,24115.45
