DATE,CLOSE,OPEN,HIGH,LOW
2026-07-06,26993.85,,,
2026-07-07,26985.05,,,
2026-07-08,26323.75,,,
2026-07-09,26482.45,,,
2026-07-10,26831.05,,,
2026-07-13,26836.15,,,
2026-07-14,26536.7,,,
2026-07-15,26693.35,,,
2026-07-16,26556.7,,,
2026-07-17,26903.35,26630.9,26959.85,26569.3
2026-07-20,26574.65,26557.3,26623.3,26360.4
2026-07-21,26531.65,26527.75,26619.95,26499.95
2026-07-22,26188.85,26496.55,26511.45,26127.8
2026-07-23,25992.05,26071.05,26194.3,25920.55
2026-07-24,25909.9,25784.65,26025.75,25672.75
2026-07-27,26126.15,26058.55,26155.75,25968.9
2026-07-28,26024.2,26052.05,26147.55,25969.05
2026-07-29,26287.1,26217.1,26325.0,26135.8
2026-07-30,26251.25,26210.6,26311.0,26070.1
2026-07-31,26594.05,26375.45,26620.65,26370.3
2026-08-03,26984.45,26807.25,26984.45,26717.3
2026-08-04,26844.7,26941.05,26941.05,26594.3
2026-08-05,26843.9,26857.7,26925.9,26659.6
