DATE,CLOSE,OPEN,HIGH,LOW
2026-07-06,11.82,,,
2026-07-07,11.65,,,
2026-07-08,14.68,,,
2026-07-09,13.36,,,
2026-07-10,12.25,,,
2026-07-13,13.28,,,
2026-07-14,13.75,,,
2026-07-15,13.27,,,
2026-07-16,12.88,,,
2026-07-17,13.15,12.8825,13.35,12.81
2026-07-20,12.98,13.15,13.8425,12.8925
2026-07-21,12.6,12.98,13.08,12.0975
2026-07-22,13.29,12.6,13.425,11.725
2026-07-23,13.48,13.2925,13.74,12.915
2026-07-24,14.03,13.475,14.7675,13.18
2026-07-27,12.66,14.03,14.3325,12.6025
2026-07-28,12.56,12.66,12.82,11.7225
2026-07-29,12.01,12.5625,12.5625,11.5625
2026-07-30,12.16,12.0075,12.3175,11.3025
2026-07-31,11.76,12.155,12.21,11.645
2026-08-03,11.93,11.755,12.06,11.695
2026-08-04,12.19,11.925,12.545,11.4275
2026-08-05,12.06,12.19,12.6725,10.805
2026-08-07,12.16,12.1575,12.5475,11.3
2026-08-10,12.25,12.155,12.915,10.815
2026-08-11,11.86,12.245,12.455,11.1925
2026-08-12,11.69,11.855,12.09,11.2575
2026-08-13,11.42,11.69,12.1975,10.6525
2026-08-14,11.31,11.4175,11.56,10.825
2026-08-17,11.33,11.305,11.775,11.0925
2026-08-18,11.39,11.325,11.785,10.14
2026-08-19,11.32,11.3875,11.725,10.06
2026-08-20,10.76,11.3225,11.3225,9.3325
2026-08-21,11.2,10.755,11.35,9.57
2026-08-24,11.53,11.195,11.76,10.3225
