DATE,CLOSE,OPEN,HIGH,LOW
2026-07-06,25866.25,,,
2026-07-07,25677.7,,,
2026-07-08,25429.8,,,
2026-07-09,25656.25,,,
2026-07-10,25674.1,,,
2026-07-13,25643.35,,,
2026-07-14,25907.1,,,
2026-07-15,26003.6,,,
2026-07-16,26008.05,,,
2026-07-17,25645.0,25978.7,25991.25,25549.25
2026-07-20,26003.15,25699.3,26126.2,25657.6
2026-07-21,26092.85,26007.2,26108.7,25878.2
2026-07-22,25752.25,25935.45,25935.45,25545.6
2026-07-23,25653.55,25514.2,25760.5,25458.9
2026-07-24,25548.15,25464.2,25686.65,25458.15
2026-07-27,25945.75,25639.35,25972.85,25592.4
2026-07-28,25998.85,25994.35,26067.5,25877.95
2026-07-29,26373.35,26055.4,26410.45,26022.55
2026-07-30,26346.05,26437.8,26542.4,26311.95
