DATE,CLOSE,OPEN,HIGH,LOW
2026-07-06,11261.1,,,
2026-07-07,11248.9,,,
2026-07-08,10998.55,,,
2026-07-09,11032.85,,,
2026-07-10,11177.45,,,
2026-07-13,11176.55,,,
2026-07-14,11102.4,,,
2026-07-15,11178.85,,,
2026-07-16,11188.15,,,
2026-07-17,11298.65,11200.9,11311.05,11155.45
2026-07-20,11369.05,11247.1,11408.9,11236.8
2026-07-21,11311.95,11369.15,11409.5,11304.35
2026-07-22,11243.15,11306.95,11307.4,11194.3
2026-07-23,11128.5,11177.5,11232.7,11106.55
2026-07-24,11077.0,11071.1,11105.0,10986.65
2026-07-27,11079.1,11153.0,11171.2,11052.4
2026-07-28,11067.85,11067.95,11095.9,11019.15
2026-07-29,11076.3,11104.95,11110.25,11035.25
2026-07-30,11127.75,11087.25,11162.5,11060.9
2026-07-31,11247.7,11146.35,11265.85,11090.75
2026-08-03,11357.4,11312.4,11358.2,11265.65
2026-08-04,11226.3,11342.6,11342.8,11196.75
2026-08-05,11216.05,11308.1,11321.95,11163.2
2026-08-07,11312.2,11276.5,11344.45,11238.95
2026-08-10,11270.45,11313.6,11318.0,11226.8
2026-08-11,11279.1,11279.3,11302.25,11220.5
2026-08-12,11293.9,11289.25,11307.9,11189.1
2026-08-13,11252.55,11292.95,11293.5,11188.35
2026-08-14,11200.05,11240.6,11241.6,11161.95
2026-08-17,11208.5,11212.25,11244.25,11131.6
2026-08-18,11231.15,11205.7,11300.75,11196.8
2026-08-19,11176.9,11253.7,11274.55,11143.95
2026-08-20,11178.15,11218.05,11218.05,11104.3
2026-08-21,11182.75,11178.45,11207.85,11156.9
2026-08-24,11197.0,11200.3,11267.3,11154.2
2026-08-25,11214.9,11177.25,11216.9,11132.7
2026-08-26,11149.35,11211.35,11248.4,11146.05
2026-08-27,11060.65,11173.35,11203.75,11060.65
