DATE,CLOSE,OPEN,HIGH,LOW
2026-07-06,9520.15,,,
2026-07-07,9454.0,,,
2026-07-08,9249.95,,,
2026-07-09,9325.7,,,
2026-07-10,9429.45,,,
2026-07-13,9381.15,,,
2026-07-14,9350.75,,,
2026-07-15,9337.8,,,
2026-07-16,9331.3,,,
2026-07-17,9377.35,9338.9,9382.7,9307.15
2026-07-20,9443.0,9354.65,9454.55,9347.8
2026-07-21,9450.55,9455.3,9471.05,9411.95
2026-07-22,9369.95,9428.2,9437.6,9354.35
2026-07-23,9279.75,9330.85,9356.3,9255.65
2026-07-24,9240.85,9195.45,9257.3,9155.85
2026-07-27,9301.65,9300.65,9311.9,9269.25
2026-07-28,9254.35,9291.5,9291.6,9238.65
2026-07-29,9316.1,9305.05,9335.25,9291.55
2026-07-30,9345.05,9323.4,9354.7,9289.15
2026-07-31,9409.25,9381.75,9417.85,9355.8
2026-08-03,9507.8,9477.3,9507.8,9438.7
2026-08-04,9419.55,9503.9,9503.9,9374.45
2026-08-05,9452.75,9497.75,9509.15,9401.2
2026-08-07,9504.15,9425.45,9504.15,9425.45
2026-08-10,9465.85,9498.45,9501.15,9447.8
2026-08-11,9384.5,9462.7,9464.55,9371.7
2026-08-12,9409.8,9380.1,9409.8,9302.35
2026-08-13,9393.15,9420.2,9421.15,9345.3
2026-08-14,9419.1,9390.85,9437.7,9355.05
2026-08-17,9416.5,9409.05,9437.35,9374.25
2026-08-18,9376.55,9392.8,9404.75,9366.35
2026-08-19,9305.55,9360.6,9368.75,9286.4
2026-08-20,9349.3,9350.8,9364.4,9308.85
2026-08-21,9362.95,9350.95,9364.4,9320.0
2026-08-24,9342.6,9373.45,9375.5,9310.9
2026-08-25,9401.35,9320.25,9401.35,9300.35
2026-08-26,9288.85,9389.6,9403.0,9288.85
2026-08-27,9237.8,9322.35,9328.7,9237.8
2026-08-28,9242.7,9247.65,9262.85,9207.05
2026-08-31,9179.4,9216.2,9216.7,9156.6
2026-09-01,9209.25,9191.55,9230.4,9165.45
2026-09-02,9212.05,9150.9,9212.35,9113.65
2026-09-03,9204.2,9222.35,9245.95,9199.1
2026-09-04,9197.8,9211.4,9252.6,9197.8
2026-09-07,9188.7,9204.0,9210.75,9155.95
2026-09-08,9144.05,9164.5,9169.5,9119.65
2026-09-09,9119.5,9102.75,9176.55,9095.45
2026-09-10,9133.45,9127.25,9141.2,9087.6
2026-09-11,9077.15,9076.35,9108.05,9042.9
2026-09-15,8910.75,9105.4,9113.95,8910.75
2026-09-16,8908.7,8937.75,8969.1,8882.4
2026-09-17,8969.3,8929.7,8997.7,8929.5
2026-09-18,9071.3,8994.35,9071.3,8993.85
2026-09-21,9058.2,9047.55,9076.1,9035.95
