DATE,CLOSE,OPEN,HIGH,LOW
2026-07-06,28347.25,,,
2026-07-07,28305.35,,,
2026-07-08,27591.65,,,
2026-07-09,27762.8,,,
2026-07-10,28083.95,,,
2026-07-13,28154.1,,,
2026-07-14,27915.95,,,
2026-07-15,28002.5,,,
2026-07-16,27915.6,,,
2026-07-17,28508.5,27957.2,28567.65,27907.95
2026-07-20,27861.75,27917.9,28043.45,27706.75
2026-07-21,27881.4,27818.6,27952.5,27797.8
2026-07-22,27493.45,27808.1,27872.8,27433.65
2026-07-23,27281.3,27321.6,27431.2,27196.35
2026-07-24,27277.55,27068.6,27369.75,27014.6
2026-07-27,27393.35,27459.45,27536.6,27307.75
2026-07-28,27282.7,27273.0,27423.8,27230.9
2026-07-29,27563.45,27453.05,27608.85,27360.0
2026-07-30,27515.0,27476.8,27564.85,27353.35
2026-07-31,27522.65,27525.95,27634.05,27467.8
2026-08-03,28045.15,27666.8,28045.15,27592.35
2026-08-04,27860.45,27918.7,27918.7,27548.05
2026-08-05,27744.25,27779.7,27840.0,27569.05
