DATE,CLOSE,OPEN,HIGH,LOW
2026-07-06,37376.45,,,
2026-07-07,37709.3,,,
2026-07-08,37209.6,,,
2026-07-09,37835.85,,,
2026-07-10,38208.9,,,
2026-07-13,38649.65,,,
2026-07-14,38656.95,,,
2026-07-15,38937.35,,,
2026-07-16,39514.0,,,
2026-07-17,39396.35,39511.35,39615.65,39281.25
2026-07-20,39681.05,39244.45,39721.45,39144.15
2026-07-21,39529.75,39669.2,39685.95,39332.15
2026-07-22,39188.7,39514.8,39616.0,39057.75
2026-07-23,39004.3,39087.75,39266.7,38912.3
2026-07-24,38948.4,38599.1,39062.15,38507.7
2026-07-27,39128.45,39110.75,39295.7,39017.25
2026-07-28,39550.8,39134.05,39615.1,38953.45
2026-07-29,40117.25,39616.95,40151.35,39582.2
2026-07-30,40251.1,40070.95,40368.8,39998.5
2026-07-31,40072.15,40316.8,40450.65,39823.55
